,date,continent,location,total_vaccinations_per_hundred
637,2020Q3,Europe,United Kingdom,0.0
638,2020Q3,Europe,Vatican,0.0
639,2020Q3,Europe,Wales,0.0
640,2020Q3,North America,Anguilla,0.0
641,2020Q3,North America,Antigua and Barbuda,0.0
642,2020Q3,North America,Aruba,0.0
643,2020Q3,North America,Bahamas,0.0
644,2020Q3,North America,Barbados,0.0
645,2020Q3,North America,Belize,0.0
646,2020Q3,North America,Bermuda,0.0
647,2020Q3,North America,Bonaire Sint Eustatius and Saba,0.0
648,2020Q3,North America,British Virgin Islands,0.0
649,2020Q3,North America,Canada,0.0
650,2020Q3,North America,Cayman Islands,0.0
651,2020Q3,North America,Costa Rica,0.0
652,2020Q3,North America,Cuba,0.0
653,2020Q3,North America,Curacao,0.0
654,2020Q3,North America,Dominica,0.0
655,2020Q3,North America,Dominican Republic,0.0
656,2020Q3,North America,El Salvador,0.0
657,2020Q3,North America,Greenland,0.0
658,2020Q3,North America,Grenada,0.0
659,2020Q3,North America,Guadeloupe,0.0
660,2020Q3,North America,Guatemala,0.0
661,2020Q3,North America,Haiti,0.0
662,2020Q3,North America,Honduras,0.0
663,2020Q3,North America,Jamaica,0.0
664,2020Q3,North America,Martinique,0.0
665,2020Q3,North America,Mexico,0.0
666,2020Q3,North America,Montserrat,0.0
667,2020Q3,North America,Nicaragua,0.0
668,2020Q3,North America,Panama,0.0
669,2020Q3,North America,Puerto Rico,0.0
670,2020Q3,North America,Saint Barthelemy,0.0
671,2020Q3,North America,Saint Kitts and Nevis,0.0
672,2020Q3,North America,Saint Lucia,0.0
673,2020Q3,North America,Saint Martin (French part),0.0
674,2020Q3,North America,Saint Pierre and Miquelon,0.0
675,2020Q3,North America,Saint Vincent and the Grenadines,0.0
676,2020Q3,North America,Sint Maarten (Dutch part),0.0
677,2020Q3,North America,Trinidad and Tobago,0.0
678,2020Q3,North America,Turks and Caicos Islands,0.0
679,2020Q3,North America,United States,0.0
680,2020Q3,North America,United States Virgin Islands,0.0
681,2020Q3,Oceania,American Samoa,0.0
682,2020Q3,Oceania,Australia,0.0
683,2020Q3,Oceania,Cook Islands,0.0
684,2020Q3,Oceania,Fiji,0.0
685,2020Q3,Oceania,French Polynesia,0.0
686,2020Q3,Oceania,Guam,0.0
687,2020Q3,Oceania,Kiribati,0.0
688,2020Q3,Oceania,Marshall Islands,0.0
689,2020Q3,Oceania,Micronesia (country),0.0
690,2020Q3,Oceania,Nauru,0.0
691,2020Q3,Oceania,New Caledonia,0.0
692,2020Q3,Oceania,New Zealand,0.0
693,2020Q3,Oceania,Niue,0.0
694,2020Q3,Oceania,Northern Mariana Islands,0.0
695,2020Q3,Oceania,Palau,0.0
696,2020Q3,Oceania,Papua New Guinea,0.0
697,2020Q3,Oceania,Pitcairn,0.0
698,2020Q3,Oceania,Samoa,0.0
699,2020Q3,Oceania,Solomon Islands,0.0
700,2020Q3,Oceania,Tokelau,0.0
701,2020Q3,Oceania,Tonga,0.0
702,2020Q3,Oceania,Tuvalu,0.0
703,2020Q3,Oceania,Vanuatu,0.0
704,2020Q3,Oceania,Wallis and Futuna,0.0
705,2020Q3,South America,Argentina,0.0
706,2020Q3,South America,Bolivia,0.0
707,2020Q3,South America,Brazil,0.0
708,2020Q3,South America,Chile,0.0
709,2020Q3,South America,Colombia,0.0
710,2020Q3,South America,Ecuador,0.0
711,2020Q3,South America,Falkland Islands,0.0
712,2020Q3,South America,French Guiana,0.0
713,2020Q3,South America,Guyana,0.0
714,2020Q3,South America,Paraguay,0.0
715,2020Q3,South America,Peru,0.0
716,2020Q3,South America,Suriname,0.0
717,2020Q3,South America,Uruguay,0.0
718,2020Q3,South America,Venezuela,0.0
719,2020Q4,Africa,Algeria,0.0
720,2020Q4,Africa,Angola,0.0
721,2020Q4,Africa,Benin,0.0
722,2020Q4,Africa,Botswana,0.0
723,2020Q4,Africa,Burkina Faso,0.0
724,2020Q4,Africa,Burundi,0.0
725,2020Q4,Africa,Cameroon,0.0
726,2020Q4,Africa,Cape Verde,0.0
727,2020Q4,Africa,Central African Republic,0.0
728,2020Q4,Africa,Chad,0.0
729,2020Q4,Africa,Comoros,0.0
730,2020Q4,Africa,Congo,0.0
731,2020Q4,Africa,Cote d'Ivoire,0.0
732,2020Q4,Africa,Democratic Republic of Congo,0.0
733,2020Q4,Africa,Djibouti,0.0
734,2020Q4,Africa,Egypt,0.0
735,2020Q4,Africa,Equatorial Guinea,0.0
736,2020Q4,Africa,Eritrea,0.0
737,2020Q4,Africa,Eswatini,0.0
738,2020Q4,Africa,Ethiopia,0.0
739,2020Q4,Africa,Gabon,0.0
740,2020Q4,Africa,Gambia,0.0
741,2020Q4,Africa,Ghana,0.0
742,2020Q4,Africa,Guinea,0.0
743,2020Q4,Africa,Guinea-Bissau,0.0
744,2020Q4,Africa,Kenya,0.0
745,2020Q4,Africa,Lesotho,0.0
746,2020Q4,Africa,Liberia,0.0
747,2020Q4,Africa,Libya,0.0
748,2020Q4,Africa,Madagascar,0.0
749,2020Q4,Africa,Malawi,0.0
750,2020Q4,Africa,Mali,0.0
751,2020Q4,Africa,Mauritania,0.0
752,2020Q4,Africa,Mauritius,0.0
753,2020Q4,Africa,Mayotte,0.0
754,2020Q4,Africa,Morocco,0.0
755,2020Q4,Africa,Mozambique,0.0
756,2020Q4,Africa,Namibia,0.0
757,2020Q4,Africa,Niger,0.0
758,2020Q4,Africa,Nigeria,0.0
759,2020Q4,Africa,Reunion,0.0
760,2020Q4,Africa,Rwanda,0.0
761,2020Q4,Africa,Saint Helena,0.0
762,2020Q4,Africa,Sao Tome and Principe,0.0
763,2020Q4,Africa,Senegal,0.0
764,2020Q4,Africa,Seychelles,0.0
765,2020Q4,Africa,Sierra Leone,0.0
766,2020Q4,Africa,Somalia,0.0
767,2020Q4,Africa,South Africa,0.0
768,2020Q4,Africa,South Sudan,0.0
769,2020Q4,Africa,Sudan,0.0
770,2020Q4,Africa,Tanzania,0.0
771,2020Q4,Africa,Togo,0.0
772,2020Q4,Africa,Tunisia,0.0
773,2020Q4,Africa,Uganda,0.0
774,2020Q4,Africa,Zambia,0.0
775,2020Q4,Africa,Zimbabwe,0.0
776,2020Q4,Asia,Afghanistan,0.0
777,2020Q4,Asia,Armenia,0.0
778,2020Q4,Asia,Azerbaijan,0.0
779,2020Q4,Asia,Bahrain,32.04
780,2020Q4,Asia,Bangladesh,0.0
781,2020Q4,Asia,Bhutan,0.0
782,2020Q4,Asia,Brunei,0.0
783,2020Q4,Asia,Cambodia,0.0
784,2020Q4,Asia,China,0.43
785,2020Q4,Asia,Georgia,0.0
786,2020Q4,Asia,Hong Kong,0.0
787,2020Q4,Asia,India,0.0
788,2020Q4,Asia,Indonesia,0.0
789,2020Q4,Asia,Iran,0.0
790,2020Q4,Asia,Iraq,0.0
791,2020Q4,Asia,Israel,46.85
792,2020Q4,Asia,Japan,0.0
793,2020Q4,Asia,Jordan,0.0
794,2020Q4,Asia,Kazakhstan,0.0
795,2020Q4,Asia,Kuwait,0.06
796,2020Q4,Asia,Kyrgyzstan,0.0
797,2020Q4,Asia,Laos,0.0
798,2020Q4,Asia,Lebanon,0.0
799,2020Q4,Asia,Malaysia,0.0
800,2020Q4,Asia,Maldives,0.0
801,2020Q4,Asia,Mongolia,0.0
802,2020Q4,Asia,Myanmar,0.0
803,2020Q4,Asia,Nepal,0.0
804,2020Q4,Asia,North Korea,0.0
805,2020Q4,Asia,Oman,0.36000000000000004
806,2020Q4,Asia,Pakistan,0.0
807,2020Q4,Asia,Palestine,0.0
808,2020Q4,Asia,Philippines,0.0
809,2020Q4,Asia,Qatar,0.0
810,2020Q4,Asia,Saudi Arabia,0.0
811,2020Q4,Asia,Singapore,0.02
812,2020Q4,Asia,South Korea,0.0
813,2020Q4,Asia,Sri Lanka,0.0
814,2020Q4,Asia,Syria,0.0
815,2020Q4,Asia,Taiwan,0.0
816,2020Q4,Asia,Tajikistan,0.0
817,2020Q4,Asia,Thailand,0.0
818,2020Q4,Asia,Timor,0.0
819,2020Q4,Asia,Turkey,0.0
820,2020Q4,Asia,Turkmenistan,0.0
821,2020Q4,Asia,United Arab Emirates,0.0
822,2020Q4,Asia,Uzbekistan,0.0
823,2020Q4,Asia,Vietnam,0.0
824,2020Q4,Asia,Yemen,0.0
825,2020Q4,Europe,Albania,0.0
826,2020Q4,Europe,Andorra,0.0
827,2020Q4,Europe,Austria,0.0
828,2020Q4,Europe,Belarus,0.0
829,2020Q4,Europe,Belgium,0.02
830,2020Q4,Europe,Bosnia and Herzegovina,0.0
831,2020Q4,Europe,Bulgaria,0.1
832,2020Q4,Europe,Croatia,0.2
833,2020Q4,Europe,Cyprus,0.0
834,2020Q4,Europe,Czechia,0.32
835,2020Q4,Europe,Denmark,0.0
836,2020Q4,Europe,England,0.0
837,2020Q4,Europe,Estonia,0.45
838,2020Q4,Europe,Faeroe Islands,0.0
839,2020Q4,Europe,Finland,0.0
840,2020Q4,Europe,France,0.0
841,2020Q4,Europe,Germany,0.63
842,2020Q4,Europe,Gibraltar,0.0
843,2020Q4,Europe,Greece,0.05
844,2020Q4,Europe,Guernsey,0.0
845,2020Q4,Europe,Hungary,0.01
846,2020Q4,Europe,Iceland,1.31
847,2020Q4,Europe,Ireland,0.1
848,2020Q4,Europe,Isle of Man,0.0
849,2020Q4,Europe,Italy,0.13
850,2020Q4,Europe,Jersey,0.0
851,2020Q4,Europe,Kosovo,0.0
852,2020Q4,Europe,Latvia,0.38
853,2020Q4,Europe,Liechtenstein,0.0
854,2020Q4,Europe,Lithuania,1.2799999999999998
855,2020Q4,Europe,Luxembourg,0.38
856,2020Q4,Europe,Malta,0.0
857,2020Q4,Europe,Moldova,0.0
858,2020Q4,Europe,Monaco,0.0
859,2020Q4,Europe,Montenegro,0.0
860,2020Q4,Europe,Netherlands,0.0
861,2020Q4,Europe,North Macedonia,0.0
862,2020Q4,Europe,Northern Ireland,0.0
863,2020Q4,Europe,Norway,0.12
864,2020Q4,Europe,Poland,0.24
865,2020Q4,Europe,Portugal,0.0
866,2020Q4,Europe,Romania,0.1
867,2020Q4,Europe,Russia,0.06
868,2020Q4,Europe,San Marino,0.0
869,2020Q4,Europe,Scotland,0.0
870,2020Q4,Europe,Serbia,0.0
871,2020Q4,Europe,Slovakia,0.0
872,2020Q4,Europe,Slovenia,2.08
873,2020Q4,Europe,Spain,0.0
874,2020Q4,Europe,Sweden,0.0
875,2020Q4,Europe,Switzerland,0.25
876,2020Q4,Europe,Ukraine,0.0
877,2020Q4,Europe,United Kingdom,0.0
878,2020Q4,Europe,Vatican,0.0
879,2020Q4,Europe,Wales,0.0
880,2020Q4,North America,Anguilla,0.0
881,2020Q4,North America,Antigua and Barbuda,0.0
882,2020Q4,North America,Aruba,0.0
883,2020Q4,North America,Bahamas,0.0
884,2020Q4,North America,Barbados,0.0
885,2020Q4,North America,Belize,0.0
886,2020Q4,North America,Bermuda,0.0
887,2020Q4,North America,Bonaire Sint Eustatius and Saba,0.0
888,2020Q4,North America,British Virgin Islands,0.0
889,2020Q4,North America,Canada,1.65
890,2020Q4,North America,Cayman Islands,0.0
891,2020Q4,North America,Costa Rica,0.0
892,2020Q4,North America,Cuba,0.0
893,2020Q4,North America,Curacao,0.0
894,2020Q4,North America,Dominica,0.0
895,2020Q4,North America,Dominican Republic,0.0
896,2020Q4,North America,El Salvador,0.0
897,2020Q4,North America,Greenland,0.0
898,2020Q4,North America,Grenada,0.0
899,2020Q4,North America,Guadeloupe,0.0
900,2020Q4,North America,Guatemala,0.0
901,2020Q4,North America,Haiti,0.0
902,2020Q4,North America,Honduras,0.0
903,2020Q4,North America,Jamaica,0.0
904,2020Q4,North America,Martinique,0.0
905,2020Q4,North America,Mexico,0.05
906,2020Q4,North America,Montserrat,0.0
907,2020Q4,North America,Nicaragua,0.0
908,2020Q4,North America,Panama,0.0
909,2020Q4,North America,Puerto Rico,0.0
910,2020Q4,North America,Saint Barthelemy,0.0
911,2020Q4,North America,Saint Kitts and Nevis,0.0
912,2020Q4,North America,Saint Lucia,0.0
913,2020Q4,North America,Saint Martin (French part),0.0
914,2020Q4,North America,Saint Pierre and Miquelon,0.0
915,2020Q4,North America,Saint Vincent and the Grenadines,0.0
916,2020Q4,North America,Sint Maarten (Dutch part),0.0
917,2020Q4,North America,Trinidad and Tobago,0.0
918,2020Q4,North America,Turks and Caicos Islands,0.0
919,2020Q4,North America,United States,12.58
920,2020Q4,North America,United States Virgin Islands,0.0
921,2020Q4,Oceania,American Samoa,0.0
922,2020Q4,Oceania,Australia,0.0
923,2020Q4,Oceania,Cook Islands,0.0
924,2020Q4,Oceania,Fiji,0.0
925,2020Q4,Oceania,French Polynesia,0.0
926,2020Q4,Oceania,Guam,0.0
927,2020Q4,Oceania,Kiribati,0.0
928,2020Q4,Oceania,Marshall Islands,0.0
929,2020Q4,Oceania,Micronesia (country),0.0
930,2020Q4,Oceania,Nauru,0.0
931,2020Q4,Oceania,New Caledonia,0.0
932,2020Q4,Oceania,New Zealand,0.0
933,2020Q4,Oceania,Niue,0.0
934,2020Q4,Oceania,Northern Mariana Islands,0.0
935,2020Q4,Oceania,Palau,0.0
936,2020Q4,Oceania,Papua New Guinea,0.0
937,2020Q4,Oceania,Pitcairn,0.0
938,2020Q4,Oceania,Samoa,0.0
939,2020Q4,Oceania,Solomon Islands,0.0
940,2020Q4,Oceania,Tokelau,0.0
941,2020Q4,Oceania,Tonga,0.0
942,2020Q4,Oceania,Tuvalu,0.0
943,2020Q4,Oceania,Vanuatu,0.0
944,2020Q4,Oceania,Wallis and Futuna,0.0
945,2020Q4,South America,Argentina,0.24
946,2020Q4,South America,Bolivia,0.0
947,2020Q4,South America,Brazil,0.0
948,2020Q4,South America,Chile,0.11
949,2020Q4,South America,Colombia,0.0
950,2020Q4,South America,Ecuador,0.0
951,2020Q4,South America,Falkland Islands,0.0
952,2020Q4,South America,French Guiana,0.0
953,2020Q4,South America,Guyana,0.0
954,2020Q4,South America,Paraguay,0.0
955,2020Q4,South America,Peru,0.0
956,2020Q4,South America,Suriname,0.0
957,2020Q4,South America,Uruguay,0.0
958,2020Q4,South America,Venezuela,0.0
959,2021Q1,Africa,Algeria,0.17
960,2021Q1,Africa,Angola,0.77
961,2021Q1,Africa,Benin,0.0
962,2021Q1,Africa,Botswana,0.0
963,2021Q1,Africa,Burkina Faso,0.0
964,2021Q1,Africa,Burundi,0.0
965,2021Q1,Africa,Cameroon,0.0
966,2021Q1,Africa,Cape Verde,0.37
967,2021Q1,Africa,Central African Republic,0.0
968,2021Q1,Africa,Chad,0.0
969,2021Q1,Africa,Comoros,0.0
970,2021Q1,Africa,Congo,0.0
971,2021Q1,Africa,Cote d'Ivoire,1.6300000000000001
972,2021Q1,Africa,Democratic Republic of Congo,0.0
973,2021Q1,Africa,Djibouti,0.0
974,2021Q1,Africa,Egypt,0.15
975,2021Q1,Africa,Equatorial Guinea,1.12
976,2021Q1,Africa,Eritrea,0.0
977,2021Q1,Africa,Eswatini,0.0
978,2021Q1,Africa,Ethiopia,0.0
979,2021Q1,Africa,Gabon,0.01
980,2021Q1,Africa,Gambia,0.2
981,2021Q1,Africa,Ghana,4.24
982,2021Q1,Africa,Guinea,0.45
983,2021Q1,Africa,Guinea-Bissau,0.0
984,2021Q1,Africa,Kenya,0.66
985,2021Q1,Africa,Lesotho,0.0
986,2021Q1,Africa,Liberia,0.0
987,2021Q1,Africa,Libya,0.0
988,2021Q1,Africa,Madagascar,0.0
989,2021Q1,Africa,Malawi,3.6500000000000004
990,2021Q1,Africa,Mali,0.0
991,2021Q1,Africa,Mauritania,0.0
992,2021Q1,Africa,Mauritius,9.35
993,2021Q1,Africa,Mayotte,0.0
994,2021Q1,Africa,Morocco,514.79
995,2021Q1,Africa,Mozambique,0.31000000000000005
996,2021Q1,Africa,Namibia,0.06999999999999999
997,2021Q1,Africa,Niger,0.0
998,2021Q1,Africa,Nigeria,0.7
999,2021Q1,Africa,Reunion,0.0
1000,2021Q1,Africa,Rwanda,41.68
1001,2021Q1,Africa,Saint Helena,203.07999999999998
1002,2021Q1,Africa,Sao Tome and Principe,6.0200000000000005
1003,2021Q1,Africa,Senegal,20.98
1004,2021Q1,Africa,Seychelles,2018.27
1005,2021Q1,Africa,Sierra Leone,0.79
1006,2021Q1,Africa,Somalia,0.0
1007,2021Q1,Africa,South Africa,7.29
1008,2021Q1,Africa,South Sudan,0.0
1009,2021Q1,Africa,Sudan,0.0
1010,2021Q1,Africa,Tanzania,0.0
1011,2021Q1,Africa,Togo,0.48
1012,2021Q1,Africa,Tunisia,1.9
1013,2021Q1,Africa,Uganda,1.1600000000000001
1014,2021Q1,Africa,Zambia,0.0
1015,2021Q1,Africa,Zimbabwe,8.98
1016,2021Q1,Asia,Afghanistan,0.15
1017,2021Q1,Asia,Armenia,0.02
1018,2021Q1,Asia,Azerbaijan,41.66
1019,2021Q1,Asia,Bahrain,1158.3
1020,2021Q1,Asia,Bangladesh,52.4
1021,2021Q1,Asia,Bhutan,163.53
1022,2021Q1,Asia,Brunei,0.0
1023,2021Q1,Asia,Cambodia,68.49
1024,2021Q1,Asia,China,93.78999999999999
1025,2021Q1,Asia,Georgia,0.33999999999999997
1026,2021Q1,Asia,Hong Kong,105.31
1027,2021Q1,Asia,India,101.03999999999999
1028,2021Q1,Asia,Indonesia,81.72
1029,2021Q1,Asia,Iran,0.51
1030,2021Q1,Asia,Iraq,0.06
1031,2021Q1,Asia,Israel,5952.19
1032,2021Q1,Asia,Japan,7.86
1033,2021Q1,Asia,Jordan,15.5
1034,2021Q1,Asia,Kazakhstan,1.2
1035,2021Q1,Asia,Kuwait,40.12
1036,2021Q1,Asia,Kyrgyzstan,0.0
1037,2021Q1,Asia,Laos,0.54
1038,2021Q1,Asia,Lebanon,67.17
1039,2021Q1,Asia,Macao,148.05
1040,2021Q1,Asia,Malaysia,32.05
1041,2021Q1,Asia,Maldives,1386.43
1042,2021Q1,Asia,Mongolia,93.41
1043,2021Q1,Asia,Myanmar,2.63
1044,2021Q1,Asia,Nepal,7.45
1045,2021Q1,Asia,North Korea,0.0
1046,2021Q1,Asia,Northern Cyprus,29.759999999999998
1047,2021Q1,Asia,Oman,50.58
1048,2021Q1,Asia,Pakistan,0.55
1049,2021Q1,Asia,Palestine,3.2199999999999998
1050,2021Q1,Asia,Philippines,3.0
1051,2021Q1,Asia,Qatar,338.67
1052,2021Q1,Asia,Saudi Arabia,226.42
1053,2021Q1,Asia,Singapore,660.19
1054,2021Q1,Asia,South Korea,37.11
1055,2021Q1,Asia,Sri Lanka,124.94
1056,2021Q1,Asia,Syria,0.0
1057,2021Q1,Asia,Taiwan,0.35
1058,2021Q1,Asia,Tajikistan,0.0
1059,2021Q1,Asia,Thailand,0.53
1060,2021Q1,Asia,Timor,0.0
1061,2021Q1,Asia,Turkey,599.88
1062,2021Q1,Asia,Turkmenistan,0.8
1063,2021Q1,Asia,United Arab Emirates,4298.28
1064,2021Q1,Asia,Uzbekistan,0.0
1065,2021Q1,Asia,Vietnam,0.66
1066,2021Q1,Asia,Yemen,0.0
1067,2021Q1,Europe,Albania,28.7
1068,2021Q1,Europe,Andorra,47.27
1069,2021Q1,Europe,Austria,87.66
1070,2021Q1,Europe,Belarus,1.24
1071,2021Q1,Europe,Belgium,560.97
1072,2021Q1,Europe,Bosnia and Herzegovina,0.0
1073,2021Q1,Europe,Bulgaria,209.57
1074,2021Q1,Europe,Croatia,122.09
1075,2021Q1,Europe,Cyprus,63.28
1076,2021Q1,Europe,Czechia,523.35
1077,2021Q1,Europe,Denmark,89.22
1078,2021Q1,Europe,England,2144.71
1079,2021Q1,Europe,Estonia,658.02
1080,2021Q1,Europe,Faeroe Islands,285.35
1081,2021Q1,Europe,Finland,87.19
1082,2021Q1,Europe,France,538.41
1083,2021Q1,Europe,Germany,573.9
1084,2021Q1,Europe,Gibraltar,7243.92
1085,2021Q1,Europe,Greece,506.0
1086,2021Q1,Europe,Guernsey,177.75
1087,2021Q1,Europe,Hungary,724.9
1088,2021Q1,Europe,Iceland,334.64
1089,2021Q1,Europe,Ireland,647.89
1090,2021Q1,Europe,Isle of Man,1150.03
1091,2021Q1,Europe,Italy,593.39
1092,2021Q1,Europe,Jersey,141.84
1093,2021Q1,Europe,Kosovo,0.0
1094,2021Q1,Europe,Latvia,258.15
1095,2021Q1,Europe,Liechtenstein,317.63
1096,2021Q1,Europe,Lithuania,647.19
1097,2021Q1,Europe,Luxembourg,382.48
1098,2021Q1,Europe,Malta,1107.72
1099,2021Q1,Europe,Moldova,9.16
1100,2021Q1,Europe,Monaco,98.91
1101,2021Q1,Europe,Montenegro,31.38
1102,2021Q1,Europe,Netherlands,60.82
1103,2021Q1,Europe,North Macedonia,0.62
1104,2021Q1,Europe,Northern Ireland,1957.7
1105,2021Q1,Europe,Norway,635.54
1106,2021Q1,Europe,Poland,452.12
1107,2021Q1,Europe,Portugal,90.00999999999999
1108,2021Q1,Europe,Romania,563.04
1109,2021Q1,Europe,Russia,96.78
1110,2021Q1,Europe,San Marino,388.47
1111,2021Q1,Europe,Scotland,2036.52
1112,2021Q1,Europe,Serbia,1034.07
1113,2021Q1,Europe,Slovakia,99.24000000000001
1114,2021Q1,Europe,Slovenia,622.94
1115,2021Q1,Europe,Spain,402.22
1116,2021Q1,Europe,Sweden,83.27
1117,2021Q1,Europe,Switzerland,651.29
1118,2021Q1,Europe,Ukraine,7.2
1119,2021Q1,Europe,United Kingdom,2123.9
1120,2021Q1,Europe,Vatican,0.0
1121,2021Q1,Europe,Wales,2256.4
1122,2021Q1,North America,Anguilla,145.37
1123,2021Q1,North America,Antigua and Barbuda,109.95
1124,2021Q1,North America,Aruba,24.2
1125,2021Q1,North America,Bahamas,2.11
1126,2021Q1,North America,Barbados,642.01
1127,2021Q1,North America,Belize,42.95
1128,2021Q1,North America,Bermuda,397.22
1129,2021Q1,North America,Bonaire Sint Eustatius and Saba,0.0
1130,2021Q1,North America,British Virgin Islands,0.0
1131,2021Q1,North America,Canada,427.37
1132,2021Q1,North America,Cayman Islands,857.55
1133,2021Q1,North America,Costa Rica,48.8
1134,2021Q1,North America,Cuba,0.0
1135,2021Q1,North America,Curacao,20.98
1136,2021Q1,North America,Dominica,203.34
1137,2021Q1,North America,Dominican Republic,50.97
1138,2021Q1,North America,El Salvador,5.41
1139,2021Q1,North America,Greenland,13.65
1140,2021Q1,North America,Grenada,32.91
1141,2021Q1,North America,Guadeloupe,0.0
1142,2021Q1,North America,Guatemala,8.1
1143,2021Q1,North America,Haiti,0.0
1144,2021Q1,North America,Honduras,1.14
1145,2021Q1,North America,Jamaica,2.17
1146,2021Q1,North America,Martinique,0.0
1147,2021Q1,North America,Mexico,148.13
1148,2021Q1,North America,Montserrat,100.42
1149,2021Q1,North America,Nicaragua,0.0
1150,2021Q1,North America,Panama,88.23
1151,2021Q1,North America,Puerto Rico,0.0
1152,2021Q1,North America,Saint Barthelemy,0.0
1153,2021Q1,North America,Saint Kitts and Nevis,48.36
1154,2021Q1,North America,Saint Lucia,58.71
1155,2021Q1,North America,Saint Martin (French part),0.0
1156,2021Q1,North America,Saint Pierre and Miquelon,0.0
1157,2021Q1,North America,Saint Vincent and the Grenadines,27.759999999999998
1158,2021Q1,North America,Sint Maarten (Dutch part),0.0
1159,2021Q1,North America,Trinidad and Tobago,0.09
1160,2021Q1,North America,Turks and Caicos Islands,53.14
1161,2021Q1,North America,United States,1933.57
1162,2021Q1,North America,United States Virgin Islands,0.0
1163,2021Q1,Oceania,American Samoa,0.0
1164,2021Q1,Oceania,Australia,31.82
1165,2021Q1,Oceania,Cook Islands,0.0
1166,2021Q1,Oceania,Fiji,0.0
1167,2021Q1,Oceania,French Polynesia,42.74
1168,2021Q1,Oceania,Guam,0.0
1169,2021Q1,Oceania,Kiribati,0.0
1170,2021Q1,Oceania,Marshall Islands,0.0
1171,2021Q1,Oceania,Micronesia (country),0.0
1172,2021Q1,Oceania,Nauru,0.0
1173,2021Q1,Oceania,New Caledonia,30.060000000000002
1174,2021Q1,Oceania,New Zealand,19.51
1175,2021Q1,Oceania,Niue,0.0
1176,2021Q1,Oceania,Northern Mariana Islands,0.0
1177,2021Q1,Oceania,Palau,0.0
1178,2021Q1,Oceania,Papua New Guinea,0.0
1179,2021Q1,Oceania,Pitcairn,0.0
1180,2021Q1,Oceania,Samoa,0.0
1181,2021Q1,Oceania,Solomon Islands,0.0
1182,2021Q1,Oceania,Tokelau,0.0
1183,2021Q1,Oceania,Tonga,0.0
1184,2021Q1,Oceania,Tuvalu,0.0
1185,2021Q1,Oceania,Vanuatu,0.0
1186,2021Q1,Oceania,Wallis and Futuna,38.6
1187,2021Q1,South America,Argentina,250.43
1188,2021Q1,South America,Bolivia,40.23
1189,2021Q1,South America,Brazil,291.04
1190,2021Q1,South America,Chile,1424.75
1191,2021Q1,South America,Colombia,59.16
1192,2021Q1,South America,Ecuador,49.19
1193,2021Q1,South America,Falkland Islands,142.97
1194,2021Q1,South America,French Guiana,0.0
1195,2021Q1,South America,Guyana,6.279999999999999
1196,2021Q1,South America,Paraguay,7.26
1197,2021Q1,South America,Peru,74.33
1198,2021Q1,South America,Suriname,29.41
1199,2021Q1,South America,Uruguay,248.54
1200,2021Q1,South America,Venezuela,0.09
1201,2021Q2,Africa,Algeria,0.0
1202,2021Q2,Africa,Angola,36.72
1203,2021Q2,Africa,Benin,0.73
1204,2021Q2,Africa,Botswana,88.50999999999999
1205,2021Q2,Africa,Burkina Faso,0.22
1206,2021Q2,Africa,Burundi,0.0
1207,2021Q2,Africa,Cameroon,3.29
1208,2021Q2,Africa,Cape Verde,80.78
1209,2021Q2,Africa,Central African Republic,4.92
1210,2021Q2,Africa,Chad,0.14
1211,2021Q2,Africa,Comoros,48.86
1212,2021Q2,Africa,Congo,10.26
1213,2021Q2,Africa,Cote d'Ivoire,108.51
1214,2021Q2,Africa,Democratic Republic of Congo,0.16
1215,2021Q2,Africa,Djibouti,7.7
1216,2021Q2,Africa,Egypt,43.11
1217,2021Q2,Africa,Equatorial Guinea,211.16
1218,2021Q2,Africa,Eritrea,0.0
1219,2021Q2,Africa,Eswatini,32.31
1220,2021Q2,Africa,Ethiopia,85.7
1221,2021Q2,Africa,Gabon,13.719999999999999
1222,2021Q2,Africa,Gambia,10.36
1223,2021Q2,Africa,Ghana,27.259999999999998
1224,2021Q2,Africa,Guinea,93.12
1225,2021Q2,Africa,Guinea-Bissau,2.2600000000000002
1226,2021Q2,Africa,Kenya,86.72
1227,2021Q2,Africa,Lesotho,3.87
1228,2021Q2,Africa,Liberia,14.02
1229,2021Q2,Africa,Libya,30.83
1230,2021Q2,Africa,Madagascar,3.85
1231,2021Q2,Africa,Malawi,100.83
1232,2021Q2,Africa,Mali,5.82
1233,2021Q2,Africa,Mauritania,13.41
1234,2021Q2,Africa,Mauritius,183.32999999999998
1235,2021Q2,Africa,Mayotte,0.0
1236,2021Q2,Africa,Morocco,2181.69
1237,2021Q2,Africa,Mozambique,6.0
1238,2021Q2,Africa,Namibia,183.65
1239,2021Q2,Africa,Niger,3.74
1240,2021Q2,Africa,Nigeria,38.87
1241,2021Q2,Africa,Reunion,0.0
1242,2021Q2,Africa,Rwanda,17.259999999999998
1243,2021Q2,Africa,Saint Helena,245.60000000000002
1244,2021Q2,Africa,Sao Tome and Principe,74.44
1245,2021Q2,Africa,Senegal,105.44
1246,2021Q2,Africa,Seychelles,2347.67
1247,2021Q2,Africa,Sierra Leone,10.09
1248,2021Q2,Africa,Somalia,16.34
1249,2021Q2,Africa,South Africa,120.48
1250,2021Q2,Africa,South Sudan,1.69
1251,2021Q2,Africa,Sudan,9.75
1252,2021Q2,Africa,Tanzania,0.0
1253,2021Q2,Africa,Togo,14.93
