,date,continent,location,icu_patients_per_million
1862,2021Q4,North America,Dominica,0.0
1863,2021Q4,North America,Dominican Republic,0.0
1864,2021Q4,North America,El Salvador,0.0
1865,2021Q4,North America,Greenland,0.0
1866,2021Q4,North America,Grenada,0.0
1867,2021Q4,North America,Guadeloupe,0.0
1868,2021Q4,North America,Guatemala,0.0
1869,2021Q4,North America,Haiti,0.0
1870,2021Q4,North America,Honduras,0.0
1871,2021Q4,North America,Jamaica,0.0
1872,2021Q4,North America,Martinique,0.0
1873,2021Q4,North America,Mexico,0.0
1874,2021Q4,North America,Montserrat,0.0
1875,2021Q4,North America,Nicaragua,0.0
1876,2021Q4,North America,Panama,0.0
1877,2021Q4,North America,Puerto Rico,0.0
1878,2021Q4,North America,Saint Barthelemy,0.0
1879,2021Q4,North America,Saint Kitts and Nevis,0.0
1880,2021Q4,North America,Saint Lucia,0.0
1881,2021Q4,North America,Saint Martin (French part),0.0
1882,2021Q4,North America,Saint Pierre and Miquelon,0.0
1883,2021Q4,North America,Saint Vincent and the Grenadines,0.0
1884,2021Q4,North America,Sint Maarten (Dutch part),0.0
1885,2021Q4,North America,Trinidad and Tobago,0.0
1886,2021Q4,North America,Turks and Caicos Islands,0.0
1887,2021Q4,North America,United States,3987.646
1888,2021Q4,North America,United States Virgin Islands,0.0
1889,2021Q4,Oceania,American Samoa,0.0
1890,2021Q4,Oceania,Australia,673.974
1891,2021Q4,Oceania,Cook Islands,0.0
1892,2021Q4,Oceania,Fiji,0.0
1893,2021Q4,Oceania,French Polynesia,0.0
1894,2021Q4,Oceania,Guam,0.0
1895,2021Q4,Oceania,Kiribati,0.0
1896,2021Q4,Oceania,Marshall Islands,0.0
1897,2021Q4,Oceania,Micronesia (country),0.0
1898,2021Q4,Oceania,Nauru,0.0
1899,2021Q4,Oceania,New Caledonia,0.0
1900,2021Q4,Oceania,New Zealand,0.0
1901,2021Q4,Oceania,Niue,0.0
1902,2021Q4,Oceania,Northern Mariana Islands,0.0
1903,2021Q4,Oceania,Palau,0.0
1904,2021Q4,Oceania,Papua New Guinea,0.0
1905,2021Q4,Oceania,Pitcairn,0.0
1906,2021Q4,Oceania,Samoa,0.0
1907,2021Q4,Oceania,Solomon Islands,0.0
1908,2021Q4,Oceania,Tokelau,0.0
1909,2021Q4,Oceania,Tonga,0.0
1910,2021Q4,Oceania,Tuvalu,0.0
1911,2021Q4,Oceania,Vanuatu,0.0
1912,2021Q4,Oceania,Wallis and Futuna,0.0
1913,2021Q4,South America,Argentina,1486.546
1914,2021Q4,South America,Bolivia,660.578
1915,2021Q4,South America,Brazil,0.0
1916,2021Q4,South America,Chile,2539.105
1917,2021Q4,South America,Colombia,0.0
1918,2021Q4,South America,Ecuador,0.0
1919,2021Q4,South America,Falkland Islands,0.0
1920,2021Q4,South America,French Guiana,0.0
1921,2021Q4,South America,Guyana,0.0
1922,2021Q4,South America,Paraguay,0.0
1923,2021Q4,South America,Peru,0.0
1924,2021Q4,South America,Suriname,0.0
1925,2021Q4,South America,Uruguay,0.0
1926,2021Q4,South America,Venezuela,0.0
1927,2022Q1,Africa,Algeria,47.686
1928,2022Q1,Africa,Angola,0.0
1929,2022Q1,Africa,Benin,0.0
1930,2022Q1,Africa,Botswana,0.0
1931,2022Q1,Africa,Burkina Faso,0.0
1932,2022Q1,Africa,Burundi,0.0
1933,2022Q1,Africa,Cameroon,0.0
1934,2022Q1,Africa,Cape Verde,0.0
1935,2022Q1,Africa,Central African Republic,0.0
1936,2022Q1,Africa,Chad,0.0
1937,2022Q1,Africa,Comoros,0.0
1938,2022Q1,Africa,Congo,0.0
1939,2022Q1,Africa,Cote d'Ivoire,0.0
1940,2022Q1,Africa,Democratic Republic of Congo,0.0
1941,2022Q1,Africa,Djibouti,0.0
1942,2022Q1,Africa,Egypt,0.0
1943,2022Q1,Africa,Equatorial Guinea,0.0
1944,2022Q1,Africa,Eritrea,0.0
1945,2022Q1,Africa,Eswatini,0.0
1946,2022Q1,Africa,Ethiopia,0.0
1947,2022Q1,Africa,Gabon,0.0
1948,2022Q1,Africa,Gambia,0.0
1949,2022Q1,Africa,Ghana,0.0
1950,2022Q1,Africa,Guinea,0.0
1951,2022Q1,Africa,Guinea-Bissau,0.0
1952,2022Q1,Africa,Kenya,0.0
1953,2022Q1,Africa,Lesotho,0.0
1954,2022Q1,Africa,Liberia,0.0
1955,2022Q1,Africa,Libya,0.0
1956,2022Q1,Africa,Madagascar,0.0
1957,2022Q1,Africa,Malawi,0.0
1958,2022Q1,Africa,Mali,0.0
1959,2022Q1,Africa,Mauritania,0.0
1960,2022Q1,Africa,Mauritius,0.0
1961,2022Q1,Africa,Mayotte,0.0
1962,2022Q1,Africa,Morocco,0.0
1963,2022Q1,Africa,Mozambique,0.0
1964,2022Q1,Africa,Namibia,0.0
1965,2022Q1,Africa,Niger,0.0
1966,2022Q1,Africa,Nigeria,0.0
1967,2022Q1,Africa,Reunion,0.0
1968,2022Q1,Africa,Rwanda,0.0
1969,2022Q1,Africa,Saint Helena,0.0
1970,2022Q1,Africa,Sao Tome and Principe,0.0
1971,2022Q1,Africa,Senegal,0.0
1972,2022Q1,Africa,Seychelles,0.0
1973,2022Q1,Africa,Sierra Leone,0.0
1974,2022Q1,Africa,Somalia,0.0
1975,2022Q1,Africa,South Africa,600.027
1976,2022Q1,Africa,South Sudan,0.0
1977,2022Q1,Africa,Sudan,0.0
1978,2022Q1,Africa,Tanzania,0.0
1979,2022Q1,Africa,Togo,0.0
1980,2022Q1,Africa,Tunisia,0.0
1981,2022Q1,Africa,Uganda,0.0
1982,2022Q1,Africa,Zambia,0.0
1983,2022Q1,Africa,Zimbabwe,0.0
1984,2022Q1,Asia,Afghanistan,0.0
1985,2022Q1,Asia,Armenia,0.0
1986,2022Q1,Asia,Azerbaijan,0.0
1987,2022Q1,Asia,Bahrain,0.0
1988,2022Q1,Asia,Bangladesh,0.0
1989,2022Q1,Asia,Bhutan,0.0
1990,2022Q1,Asia,Brunei,0.0
1991,2022Q1,Asia,Cambodia,0.0
1992,2022Q1,Asia,China,0.0
1993,2022Q1,Asia,Georgia,0.0
1994,2022Q1,Asia,Hong Kong,0.0
1995,2022Q1,Asia,India,0.0
1996,2022Q1,Asia,Indonesia,0.0
1997,2022Q1,Asia,Iran,0.0
1998,2022Q1,Asia,Iraq,0.0
1999,2022Q1,Asia,Israel,1946.771
2000,2022Q1,Asia,Japan,139.053
2001,2022Q1,Asia,Jordan,0.0
2002,2022Q1,Asia,Kazakhstan,0.0
2003,2022Q1,Asia,Kuwait,0.0
2004,2022Q1,Asia,Kyrgyzstan,0.0
2005,2022Q1,Asia,Laos,0.0
2006,2022Q1,Asia,Lebanon,0.0
2007,2022Q1,Asia,Macao,0.0
2008,2022Q1,Asia,Malaysia,669.691
2009,2022Q1,Asia,Maldives,0.0
2010,2022Q1,Asia,Mongolia,0.0
2011,2022Q1,Asia,Myanmar,0.0
2012,2022Q1,Asia,Nepal,0.0
2013,2022Q1,Asia,North Korea,0.0
2014,2022Q1,Asia,Northern Cyprus,0.0
2015,2022Q1,Asia,Oman,0.0
2016,2022Q1,Asia,Pakistan,0.0
2017,2022Q1,Asia,Palestine,0.0
2018,2022Q1,Asia,Philippines,0.0
2019,2022Q1,Asia,Qatar,0.0
2020,2022Q1,Asia,Saudi Arabia,0.0
2021,2022Q1,Asia,Singapore,0.0
2022,2022Q1,Asia,South Korea,1223.524
2023,2022Q1,Asia,Sri Lanka,0.0
2024,2022Q1,Asia,Syria,0.0
2025,2022Q1,Asia,Taiwan,0.0
2026,2022Q1,Asia,Tajikistan,0.0
2027,2022Q1,Asia,Thailand,0.0
2028,2022Q1,Asia,Timor,0.0
2029,2022Q1,Asia,Turkey,0.0
2030,2022Q1,Asia,Turkmenistan,0.0
2031,2022Q1,Asia,United Arab Emirates,0.0
2032,2022Q1,Asia,Uzbekistan,0.0
2033,2022Q1,Asia,Vietnam,0.0
2034,2022Q1,Asia,Yemen,0.0
2035,2022Q1,Europe,Albania,0.0
2036,2022Q1,Europe,Andorra,0.0
2037,2022Q1,Europe,Austria,2131.413
2038,2022Q1,Europe,Belarus,0.0
2039,2022Q1,Europe,Belgium,2445.791
2040,2022Q1,Europe,Bosnia and Herzegovina,0.0
2041,2022Q1,Europe,Bulgaria,921.711
2042,2022Q1,Europe,Croatia,0.0
2043,2022Q1,Europe,Cyprus,2071.411
2044,2022Q1,Europe,Czechia,2709.838
2045,2022Q1,Europe,Denmark,616.08
2046,2022Q1,Europe,England,647.037
2047,2022Q1,Europe,Estonia,180.233
2048,2022Q1,Europe,Faeroe Islands,0.0
2049,2022Q1,Europe,Finland,696.477
2050,2022Q1,Europe,France,3857.475
2051,2022Q1,Europe,Germany,2698.575
2052,2022Q1,Europe,Gibraltar,0.0
2053,2022Q1,Europe,Greece,0.0
2054,2022Q1,Europe,Guernsey,0.0
2055,2022Q1,Europe,Hungary,0.0
2056,2022Q1,Europe,Iceland,0.0
2057,2022Q1,Europe,Ireland,156.874
2058,2022Q1,Europe,Isle of Man,0.0
2059,2022Q1,Europe,Italy,1652.828
2060,2022Q1,Europe,Jersey,0.0
2061,2022Q1,Europe,Kosovo,0.0
2062,2022Q1,Europe,Latvia,602.489
2063,2022Q1,Europe,Liechtenstein,0.0
2064,2022Q1,Europe,Lithuania,1550.509
2065,2022Q1,Europe,Luxembourg,1354.225
2066,2022Q1,Europe,Malta,30.002000000000002
2067,2022Q1,Europe,Moldova,0.0
2068,2022Q1,Europe,Monaco,0.0
2069,2022Q1,Europe,Montenegro,0.0
2070,2022Q1,Europe,Netherlands,853.333
2071,2022Q1,Europe,North Macedonia,0.0
2072,2022Q1,Europe,Northern Ireland,498.94599999999997
2073,2022Q1,Europe,Norway,0.0
2074,2022Q1,Europe,Poland,0.0
2075,2022Q1,Europe,Portugal,970.804
2076,2022Q1,Europe,Romania,467.413
2077,2022Q1,Europe,Russia,0.0
2078,2022Q1,Europe,San Marino,0.0
2079,2022Q1,Europe,Scotland,464.503
2080,2022Q1,Europe,Serbia,1375.245
2081,2022Q1,Europe,Slovakia,4130.981
2082,2022Q1,Europe,Slovenia,4796.578
2083,2022Q1,Europe,Spain,2634.619
2084,2022Q1,Europe,Sweden,674.072
2085,2022Q1,Europe,Switzerland,1978.612
2086,2022Q1,Europe,Ukraine,0.0
2087,2022Q1,Europe,United Kingdom,617.681
2088,2022Q1,Europe,Vatican,0.0
2089,2022Q1,Europe,Wales,512.3
2090,2022Q1,North America,Anguilla,0.0
2091,2022Q1,North America,Antigua and Barbuda,0.0
2092,2022Q1,North America,Aruba,0.0
2093,2022Q1,North America,Bahamas,0.0
2094,2022Q1,North America,Barbados,0.0
2095,2022Q1,North America,Belize,0.0
2096,2022Q1,North America,Bermuda,0.0
2097,2022Q1,North America,Bonaire Sint Eustatius and Saba,0.0
2098,2022Q1,North America,British Virgin Islands,0.0
2099,2022Q1,North America,Canada,1765.578
2100,2022Q1,North America,Cayman Islands,0.0
2101,2022Q1,North America,Costa Rica,0.0
2102,2022Q1,North America,Cuba,0.0
2103,2022Q1,North America,Curacao,0.0
2104,2022Q1,North America,Dominica,0.0
2105,2022Q1,North America,Dominican Republic,0.0
2106,2022Q1,North America,El Salvador,0.0
2107,2022Q1,North America,Greenland,0.0
2108,2022Q1,North America,Grenada,0.0
2109,2022Q1,North America,Guadeloupe,0.0
2110,2022Q1,North America,Guatemala,0.0
2111,2022Q1,North America,Haiti,0.0
2112,2022Q1,North America,Honduras,0.0
2113,2022Q1,North America,Jamaica,0.0
2114,2022Q1,North America,Martinique,0.0
2115,2022Q1,North America,Mexico,0.0
2116,2022Q1,North America,Montserrat,0.0
2117,2022Q1,North America,Nicaragua,0.0
2118,2022Q1,North America,Panama,0.0
2119,2022Q1,North America,Puerto Rico,0.0
2120,2022Q1,North America,Saint Barthelemy,0.0
2121,2022Q1,North America,Saint Kitts and Nevis,0.0
2122,2022Q1,North America,Saint Lucia,0.0
2123,2022Q1,North America,Saint Martin (French part),0.0
2124,2022Q1,North America,Saint Pierre and Miquelon,0.0
2125,2022Q1,North America,Saint Vincent and the Grenadines,0.0
2126,2022Q1,North America,Sint Maarten (Dutch part),0.0
2127,2022Q1,North America,Trinidad and Tobago,0.0
2128,2022Q1,North America,Turks and Caicos Islands,0.0
2129,2022Q1,North America,United States,3747.9230000000002
2130,2022Q1,North America,United States Virgin Islands,0.0
2131,2022Q1,Oceania,American Samoa,0.0
2132,2022Q1,Oceania,Australia,777.694
2133,2022Q1,Oceania,Cook Islands,0.0
2134,2022Q1,Oceania,Fiji,0.0
2135,2022Q1,Oceania,French Polynesia,0.0
2136,2022Q1,Oceania,Guam,0.0
2137,2022Q1,Oceania,Kiribati,0.0
2138,2022Q1,Oceania,Marshall Islands,0.0
2139,2022Q1,Oceania,Micronesia (country),0.0
2140,2022Q1,Oceania,Nauru,0.0
2141,2022Q1,Oceania,New Caledonia,0.0
2142,2022Q1,Oceania,New Zealand,0.0
2143,2022Q1,Oceania,Niue,0.0
2144,2022Q1,Oceania,Northern Mariana Islands,0.0
2145,2022Q1,Oceania,Palau,0.0
2146,2022Q1,Oceania,Papua New Guinea,0.0
2147,2022Q1,Oceania,Pitcairn,0.0
2148,2022Q1,Oceania,Samoa,0.0
2149,2022Q1,Oceania,Solomon Islands,0.0
2150,2022Q1,Oceania,Tokelau,0.0
2151,2022Q1,Oceania,Tonga,0.0
2152,2022Q1,Oceania,Tuvalu,0.0
2153,2022Q1,Oceania,Vanuatu,0.0
2154,2022Q1,Oceania,Wallis and Futuna,0.0
2155,2022Q1,South America,Argentina,3215.907
2156,2022Q1,South America,Bolivia,747.208
2157,2022Q1,South America,Brazil,0.0
2158,2022Q1,South America,Chile,3282.994
2159,2022Q1,South America,Colombia,0.0
2160,2022Q1,South America,Ecuador,0.0
2161,2022Q1,South America,Falkland Islands,0.0
2162,2022Q1,South America,French Guiana,0.0
2163,2022Q1,South America,Guyana,0.0
2164,2022Q1,South America,Paraguay,0.0
2165,2022Q1,South America,Peru,0.0
2166,2022Q1,South America,Suriname,0.0
2167,2022Q1,South America,Uruguay,0.0
2168,2022Q1,South America,Venezuela,0.0
2169,2022Q2,Africa,Algeria,2.086
2170,2022Q2,Africa,Angola,0.0
2171,2022Q2,Africa,Benin,0.0
2172,2022Q2,Africa,Botswana,0.0
2173,2022Q2,Africa,Burkina Faso,0.0
2174,2022Q2,Africa,Burundi,0.0
2175,2022Q2,Africa,Cameroon,0.0
2176,2022Q2,Africa,Cape Verde,0.0
2177,2022Q2,Africa,Central African Republic,0.0
2178,2022Q2,Africa,Chad,0.0
2179,2022Q2,Africa,Comoros,0.0
2180,2022Q2,Africa,Congo,0.0
2181,2022Q2,Africa,Cote d'Ivoire,0.0
2182,2022Q2,Africa,Democratic Republic of Congo,0.0
2183,2022Q2,Africa,Djibouti,0.0
2184,2022Q2,Africa,Egypt,0.0
2185,2022Q2,Africa,Equatorial Guinea,0.0
2186,2022Q2,Africa,Eritrea,0.0
2187,2022Q2,Africa,Eswatini,0.0
2188,2022Q2,Africa,Ethiopia,0.0
2189,2022Q2,Africa,Gabon,0.0
2190,2022Q2,Africa,Gambia,0.0
2191,2022Q2,Africa,Ghana,0.0
2192,2022Q2,Africa,Guinea,0.0
2193,2022Q2,Africa,Guinea-Bissau,0.0
2194,2022Q2,Africa,Kenya,0.0
2195,2022Q2,Africa,Lesotho,0.0
2196,2022Q2,Africa,Liberia,0.0
2197,2022Q2,Africa,Libya,0.0
2198,2022Q2,Africa,Madagascar,0.0
2199,2022Q2,Africa,Malawi,0.0
2200,2022Q2,Africa,Mali,0.0
2201,2022Q2,Africa,Mauritania,0.0
2202,2022Q2,Africa,Mauritius,0.0
2203,2022Q2,Africa,Mayotte,0.0
2204,2022Q2,Africa,Morocco,0.0
2205,2022Q2,Africa,Mozambique,0.0
2206,2022Q2,Africa,Namibia,0.0
2207,2022Q2,Africa,Niger,0.0
2208,2022Q2,Africa,Nigeria,0.0
2209,2022Q2,Africa,Reunion,0.0
2210,2022Q2,Africa,Rwanda,0.0
2211,2022Q2,Africa,Saint Helena,0.0
2212,2022Q2,Africa,Sao Tome and Principe,0.0
2213,2022Q2,Africa,Senegal,0.0
2214,2022Q2,Africa,Seychelles,0.0
2215,2022Q2,Africa,Sierra Leone,0.0
2216,2022Q2,Africa,Somalia,0.0
2217,2022Q2,Africa,South Africa,359.282
2218,2022Q2,Africa,South Sudan,0.0
2219,2022Q2,Africa,Sudan,0.0
2220,2022Q2,Africa,Tanzania,0.0
2221,2022Q2,Africa,Togo,0.0
2222,2022Q2,Africa,Tunisia,0.0
2223,2022Q2,Africa,Uganda,0.0
2224,2022Q2,Africa,Western Sahara,0.0
2225,2022Q2,Africa,Zambia,0.0
2226,2022Q2,Africa,Zimbabwe,0.0
2227,2022Q2,Asia,Afghanistan,0.0
2228,2022Q2,Asia,Armenia,0.0
2229,2022Q2,Asia,Azerbaijan,0.0
2230,2022Q2,Asia,Bahrain,0.0
2231,2022Q2,Asia,Bangladesh,0.0
2232,2022Q2,Asia,Bhutan,0.0
2233,2022Q2,Asia,Brunei,0.0
2234,2022Q2,Asia,Cambodia,0.0
2235,2022Q2,Asia,China,0.0
2236,2022Q2,Asia,Georgia,0.0
2237,2022Q2,Asia,Hong Kong,0.0
2238,2022Q2,Asia,India,0.0
2239,2022Q2,Asia,Indonesia,0.0
2240,2022Q2,Asia,Iran,0.0
2241,2022Q2,Asia,Iraq,0.0
2242,2022Q2,Asia,Israel,603.872
2243,2022Q2,Asia,Japan,55.263999999999996
2244,2022Q2,Asia,Jordan,0.0
2245,2022Q2,Asia,Kazakhstan,0.0
2246,2022Q2,Asia,Kuwait,0.0
2247,2022Q2,Asia,Kyrgyzstan,0.0
2248,2022Q2,Asia,Laos,0.0
2249,2022Q2,Asia,Lebanon,0.0
2250,2022Q2,Asia,Macao,0.0
2251,2022Q2,Asia,Malaysia,203.432
2252,2022Q2,Asia,Maldives,0.0
2253,2022Q2,Asia,Mongolia,0.0
2254,2022Q2,Asia,Myanmar,0.0
2255,2022Q2,Asia,Nepal,0.0
2256,2022Q2,Asia,North Korea,0.0
2257,2022Q2,Asia,Northern Cyprus,0.0
2258,2022Q2,Asia,Oman,0.0
2259,2022Q2,Asia,Pakistan,0.0
2260,2022Q2,Asia,Palestine,0.0
2261,2022Q2,Asia,Philippines,0.0
2262,2022Q2,Asia,Qatar,0.0
2263,2022Q2,Asia,Saudi Arabia,0.0
2264,2022Q2,Asia,Singapore,0.0
2265,2022Q2,Asia,South Korea,773.586
2266,2022Q2,Asia,Sri Lanka,0.0
2267,2022Q2,Asia,Syria,0.0
2268,2022Q2,Asia,Taiwan,0.0
2269,2022Q2,Asia,Tajikistan,0.0
2270,2022Q2,Asia,Thailand,0.0
2271,2022Q2,Asia,Timor,0.0
2272,2022Q2,Asia,Turkey,0.0
2273,2022Q2,Asia,Turkmenistan,0.0
2274,2022Q2,Asia,United Arab Emirates,0.0
2275,2022Q2,Asia,Uzbekistan,0.0
2276,2022Q2,Asia,Vietnam,0.0
2277,2022Q2,Asia,Yemen,0.0
2278,2022Q2,Europe,Albania,0.0
2279,2022Q2,Europe,Andorra,0.0
2280,2022Q2,Europe,Austria,900.369
2281,2022Q2,Europe,Belarus,0.0
2282,2022Q2,Europe,Belgium,878.266
2283,2022Q2,Europe,Bosnia and Herzegovina,0.0
2284,2022Q2,Europe,Bulgaria,161.754
2285,2022Q2,Europe,Croatia,0.0
2286,2022Q2,Europe,Cyprus,186.385
2287,2022Q2,Europe,Czechia,445.306
2288,2022Q2,Europe,Denmark,181.73
2289,2022Q2,Europe,England,327.834
2290,2022Q2,Europe,Estonia,45.246
2291,2022Q2,Europe,Faeroe Islands,0.0
2292,2022Q2,Europe,Finland,354.646
2293,2022Q2,Europe,France,1656.127
2294,2022Q2,Europe,Germany,1263.001
2295,2022Q2,Europe,Gibraltar,0.0
2296,2022Q2,Europe,Greece,0.0
2297,2022Q2,Europe,Guernsey,0.0
2298,2022Q2,Europe,Hungary,0.0
2299,2022Q2,Europe,Iceland,0.0
2300,2022Q2,Europe,Ireland,90.78
2301,2022Q2,Europe,Isle of Man,0.0
2302,2022Q2,Europe,Italy,496.038
2303,2022Q2,Europe,Jersey,0.0
2304,2022Q2,Europe,Kosovo,0.0
2305,2022Q2,Europe,Latvia,108.069
2306,2022Q2,Europe,Liechtenstein,0.0
2307,2022Q2,Europe,Lithuania,272.723
2308,2022Q2,Europe,Luxembourg,260.941
2309,2022Q2,Europe,Malta,48.752
2310,2022Q2,Europe,Moldova,0.0
2311,2022Q2,Europe,Monaco,0.0
2312,2022Q2,Europe,Montenegro,0.0
2313,2022Q2,Europe,Netherlands,136.986
2314,2022Q2,Europe,North Macedonia,0.0
2315,2022Q2,Europe,Northern Ireland,37.966
2316,2022Q2,Europe,Norway,0.0
2317,2022Q2,Europe,Poland,0.0
2318,2022Q2,Europe,Portugal,96.974
2319,2022Q2,Europe,Romania,107.074
2320,2022Q2,Europe,Russia,0.0
2321,2022Q2,Europe,San Marino,0.0
2322,2022Q2,Europe,Scotland,253.383
2323,2022Q2,Europe,Serbia,219.454
2324,2022Q2,Europe,Slovakia,873.932
2325,2022Q2,Europe,Slovenia,750.991
2326,2022Q2,Europe,Spain,663.477
2327,2022Q2,Europe,Sweden,111.29
2328,2022Q2,Europe,Switzerland,526.51
2329,2022Q2,Europe,Ukraine,0.0
2330,2022Q2,Europe,United Kingdom,222.222
2331,2022Q2,Europe,Vatican,0.0
2332,2022Q2,Europe,Wales,407.258
2333,2022Q2,North America,Anguilla,0.0
2334,2022Q2,North America,Antigua and Barbuda,0.0
2335,2022Q2,North America,Aruba,0.0
2336,2022Q2,North America,Bahamas,0.0
2337,2022Q2,North America,Barbados,0.0
2338,2022Q2,North America,Belize,0.0
2339,2022Q2,North America,Bermuda,0.0
2340,2022Q2,North America,Bonaire Sint Eustatius and Saba,0.0
2341,2022Q2,North America,British Virgin Islands,0.0
2342,2022Q2,North America,Canada,724.45
2343,2022Q2,North America,Cayman Islands,0.0
2344,2022Q2,North America,Costa Rica,0.0
2345,2022Q2,North America,Cuba,0.0
2346,2022Q2,North America,Curacao,0.0
2347,2022Q2,North America,Dominica,0.0
2348,2022Q2,North America,Dominican Republic,0.0
2349,2022Q2,North America,El Salvador,0.0
2350,2022Q2,North America,Greenland,0.0
2351,2022Q2,North America,Grenada,0.0
2352,2022Q2,North America,Guadeloupe,0.0
2353,2022Q2,North America,Guatemala,0.0
2354,2022Q2,North America,Haiti,0.0
2355,2022Q2,North America,Honduras,0.0
2356,2022Q2,North America,Jamaica,0.0
2357,2022Q2,North America,Martinique,0.0
2358,2022Q2,North America,Mexico,0.0
2359,2022Q2,North America,Montserrat,0.0
2360,2022Q2,North America,Nicaragua,0.0
2361,2022Q2,North America,Panama,0.0
2362,2022Q2,North America,Puerto Rico,0.0
2363,2022Q2,North America,Saint Barthelemy,0.0
2364,2022Q2,North America,Saint Kitts and Nevis,0.0
2365,2022Q2,North America,Saint Lucia,0.0
2366,2022Q2,North America,Saint Martin (French part),0.0
2367,2022Q2,North America,Saint Pierre and Miquelon,0.0
2368,2022Q2,North America,Saint Vincent and the Grenadines,0.0
2369,2022Q2,North America,Sint Maarten (Dutch part),0.0
2370,2022Q2,North America,Trinidad and Tobago,0.0
2371,2022Q2,North America,Turks and Caicos Islands,0.0
2372,2022Q2,North America,United States,595.081
2373,2022Q2,North America,United States Virgin Islands,0.0
2374,2022Q2,Oceania,American Samoa,0.0
2375,2022Q2,Oceania,Australia,400.383
2376,2022Q2,Oceania,Cook Islands,0.0
2377,2022Q2,Oceania,Fiji,0.0
2378,2022Q2,Oceania,French Polynesia,0.0
2379,2022Q2,Oceania,Guam,0.0
2380,2022Q2,Oceania,Kiribati,0.0
2381,2022Q2,Oceania,Marshall Islands,0.0
2382,2022Q2,Oceania,Micronesia (country),0.0
2383,2022Q2,Oceania,Nauru,0.0
2384,2022Q2,Oceania,New Caledonia,0.0
2385,2022Q2,Oceania,New Zealand,0.0
2386,2022Q2,Oceania,Niue,0.0
2387,2022Q2,Oceania,Northern Mariana Islands,0.0
2388,2022Q2,Oceania,Palau,0.0
2389,2022Q2,Oceania,Papua New Guinea,0.0
2390,2022Q2,Oceania,Pitcairn,0.0
2391,2022Q2,Oceania,Samoa,0.0
2392,2022Q2,Oceania,Solomon Islands,0.0
2393,2022Q2,Oceania,Tokelau,0.0
2394,2022Q2,Oceania,Tonga,0.0
2395,2022Q2,Oceania,Tuvalu,0.0
2396,2022Q2,Oceania,Vanuatu,0.0
2397,2022Q2,Oceania,Wallis and Futuna,0.0
2398,2022Q2,South America,Argentina,172.773
2399,2022Q2,South America,Bolivia,216.704
2400,2022Q2,South America,Brazil,0.0
2401,2022Q2,South America,Chile,1075.21
2402,2022Q2,South America,Colombia,0.0
2403,2022Q2,South America,Ecuador,0.0
2404,2022Q2,South America,Falkland Islands,0.0
2405,2022Q2,South America,French Guiana,0.0
2406,2022Q2,South America,Guyana,0.0
2407,2022Q2,South America,Paraguay,0.0
2408,2022Q2,South America,Peru,0.0
2409,2022Q2,South America,Suriname,0.0
2410,2022Q2,South America,Uruguay,0.0
2411,2022Q2,South America,Venezuela,0.0
2412,2022Q3,Africa,Algeria,5.017
2413,2022Q3,Africa,Angola,0.0
2414,2022Q3,Africa,Benin,0.0
2415,2022Q3,Africa,Botswana,0.0
2416,2022Q3,Africa,Burkina Faso,0.0
2417,2022Q3,Africa,Burundi,0.0
2418,2022Q3,Africa,Cameroon,0.0
2419,2022Q3,Africa,Cape Verde,0.0
2420,2022Q3,Africa,Central African Republic,0.0
2421,2022Q3,Africa,Chad,0.0
2422,2022Q3,Africa,Comoros,0.0
2423,2022Q3,Africa,Congo,0.0
2424,2022Q3,Africa,Cote d'Ivoire,0.0
2425,2022Q3,Africa,Democratic Republic of Congo,0.0
2426,2022Q3,Africa,Djibouti,0.0
2427,2022Q3,Africa,Egypt,0.0
2428,2022Q3,Africa,Equatorial Guinea,0.0
2429,2022Q3,Africa,Eritrea,0.0
2430,2022Q3,Africa,Eswatini,0.0
2431,2022Q3,Africa,Ethiopia,0.0
2432,2022Q3,Africa,Gabon,0.0
2433,2022Q3,Africa,Gambia,0.0
2434,2022Q3,Africa,Ghana,0.0
2435,2022Q3,Africa,Guinea,0.0
2436,2022Q3,Africa,Guinea-Bissau,0.0
2437,2022Q3,Africa,Kenya,0.0
2438,2022Q3,Africa,Lesotho,0.0
2439,2022Q3,Africa,Liberia,0.0
2440,2022Q3,Africa,Libya,0.0
2441,2022Q3,Africa,Madagascar,0.0
2442,2022Q3,Africa,Malawi,0.0
2443,2022Q3,Africa,Mali,0.0
2444,2022Q3,Africa,Mauritania,0.0
2445,2022Q3,Africa,Mauritius,0.0
2446,2022Q3,Africa,Mayotte,0.0
2447,2022Q3,Africa,Morocco,0.0
2448,2022Q3,Africa,Mozambique,0.0
2449,2022Q3,Africa,Namibia,0.0
2450,2022Q3,Africa,Niger,0.0
2451,2022Q3,Africa,Nigeria,0.0
2452,2022Q3,Africa,Reunion,0.0
2453,2022Q3,Africa,Rwanda,0.0
2454,2022Q3,Africa,Saint Helena,0.0
2455,2022Q3,Africa,Sao Tome and Principe,0.0
2456,2022Q3,Africa,Senegal,0.0
2457,2022Q3,Africa,Seychelles,0.0
2458,2022Q3,Africa,Sierra Leone,0.0
2459,2022Q3,Africa,Somalia,0.0
2460,2022Q3,Africa,South Africa,69.05499999999999
2461,2022Q3,Africa,South Sudan,0.0
2462,2022Q3,Africa,Sudan,0.0
2463,2022Q3,Africa,Tanzania,0.0
2464,2022Q3,Africa,Togo,0.0
2465,2022Q3,Africa,Tunisia,0.0
2466,2022Q3,Africa,Uganda,0.0
