,date,continent,location,reproduction_rate
632,2020Q3,Europe,Slovenia,114.19
633,2020Q3,Europe,Spain,127.39
634,2020Q3,Europe,Sweden,93.88
635,2020Q3,Europe,Switzerland,109.61999999999999
636,2020Q3,Europe,Ukraine,103.39999999999999
637,2020Q3,Europe,United Kingdom,107.61
638,2020Q3,Europe,Vatican,0.0
639,2020Q3,Europe,Wales,0.0
640,2020Q3,North America,Anguilla,0.0
641,2020Q3,North America,Antigua and Barbuda,1.23
642,2020Q3,North America,Aruba,0.0
643,2020Q3,North America,Bahamas,116.47
644,2020Q3,North America,Barbados,51.53
645,2020Q3,North America,Belize,66.3
646,2020Q3,North America,Bermuda,0.0
647,2020Q3,North America,Bonaire Sint Eustatius and Saba,0.0
648,2020Q3,North America,British Virgin Islands,0.0
649,2020Q3,North America,Canada,103.19
650,2020Q3,North America,Cayman Islands,0.0
651,2020Q3,North America,Costa Rica,108.51
652,2020Q3,North America,Cuba,111.28
653,2020Q3,North America,Curacao,0.0
654,2020Q3,North America,Dominica,0.0
655,2020Q3,North America,Dominican Republic,91.9
656,2020Q3,North America,El Salvador,93.46
657,2020Q3,North America,Greenland,0.0
658,2020Q3,North America,Grenada,0.0
659,2020Q3,North America,Guadeloupe,0.0
660,2020Q3,North America,Guatemala,94.13
661,2020Q3,North America,Haiti,85.44
662,2020Q3,North America,Honduras,98.98
663,2020Q3,North America,Jamaica,121.62
664,2020Q3,North America,Martinique,0.0
665,2020Q3,North America,Mexico,93.31
666,2020Q3,North America,Montserrat,0.0
667,2020Q3,North America,Nicaragua,87.98
668,2020Q3,North America,Panama,92.15
669,2020Q3,North America,Puerto Rico,0.0
670,2020Q3,North America,Saint Barthelemy,0.0
671,2020Q3,North America,Saint Kitts and Nevis,0.0
672,2020Q3,North America,Saint Lucia,0.0
673,2020Q3,North America,Saint Martin (French part),0.0
674,2020Q3,North America,Saint Pierre and Miquelon,0.0
675,2020Q3,North America,Saint Vincent and the Grenadines,0.0
676,2020Q3,North America,Sint Maarten (Dutch part),0.0
677,2020Q3,North America,Trinidad and Tobago,114.32
678,2020Q3,North America,Turks and Caicos Islands,0.0
679,2020Q3,North America,United States,92.83
680,2020Q3,North America,United States Virgin Islands,0.0
681,2020Q3,Oceania,American Samoa,0.0
682,2020Q3,Oceania,Australia,89.09
683,2020Q3,Oceania,Cook Islands,0.0
684,2020Q3,Oceania,Fiji,0.0
685,2020Q3,Oceania,French Polynesia,0.0
686,2020Q3,Oceania,Guam,0.0
687,2020Q3,Oceania,Kiribati,0.0
688,2020Q3,Oceania,Marshall Islands,0.0
689,2020Q3,Oceania,Micronesia (country),0.0
690,2020Q3,Oceania,Nauru,0.0
691,2020Q3,Oceania,New Caledonia,0.0
692,2020Q3,Oceania,New Zealand,88.29
693,2020Q3,Oceania,Niue,0.0
694,2020Q3,Oceania,Northern Mariana Islands,0.0
695,2020Q3,Oceania,Palau,0.0
696,2020Q3,Oceania,Papua New Guinea,49.59
697,2020Q3,Oceania,Pitcairn,0.0
698,2020Q3,Oceania,Samoa,0.0
699,2020Q3,Oceania,Solomon Islands,0.0
700,2020Q3,Oceania,Tokelau,0.0
701,2020Q3,Oceania,Tonga,0.0
702,2020Q3,Oceania,Tuvalu,0.0
703,2020Q3,Oceania,Vanuatu,0.0
704,2020Q3,Oceania,Wallis and Futuna,0.0
705,2020Q3,South America,Argentina,104.17999999999999
706,2020Q3,South America,Bolivia,87.71
707,2020Q3,South America,Brazil,92.18
708,2020Q3,South America,Chile,85.88
709,2020Q3,South America,Colombia,97.73
710,2020Q3,South America,Ecuador,97.87
711,2020Q3,South America,Falkland Islands,0.0
712,2020Q3,South America,French Guiana,0.0
713,2020Q3,South America,Guyana,112.4
714,2020Q3,South America,Paraguay,112.95
715,2020Q3,South America,Peru,96.42
716,2020Q3,South America,Suriname,93.88
717,2020Q3,South America,Uruguay,102.26
718,2020Q3,South America,Venezuela,103.11
719,2020Q4,Africa,Algeria,97.8
720,2020Q4,Africa,Angola,91.49
721,2020Q4,Africa,Benin,86.26
722,2020Q4,Africa,Botswana,93.48
723,2020Q4,Africa,Burkina Faso,109.12
724,2020Q4,Africa,Burundi,86.7
725,2020Q4,Africa,Cameroon,71.59
726,2020Q4,Africa,Cape Verde,87.0
727,2020Q4,Africa,Central African Republic,41.84
728,2020Q4,Africa,Chad,102.44
729,2020Q4,Africa,Comoros,70.17
730,2020Q4,Africa,Congo,44.25
731,2020Q4,Africa,Cote d'Ivoire,99.39
732,2020Q4,Africa,Democratic Republic of Congo,105.45
733,2020Q4,Africa,Djibouti,102.41
734,2020Q4,Africa,Egypt,106.59
735,2020Q4,Africa,Equatorial Guinea,65.03
736,2020Q4,Africa,Eritrea,74.11
737,2020Q4,Africa,Eswatini,107.54
738,2020Q4,Africa,Ethiopia,88.66
739,2020Q4,Africa,Gabon,108.48
740,2020Q4,Africa,Gambia,70.08
741,2020Q4,Africa,Ghana,106.1
742,2020Q4,Africa,Guinea,94.58
743,2020Q4,Africa,Guinea-Bissau,16.21
744,2020Q4,Africa,Kenya,96.03999999999999
745,2020Q4,Africa,Lesotho,95.34
746,2020Q4,Africa,Liberia,69.5
747,2020Q4,Africa,Libya,91.5
748,2020Q4,Africa,Madagascar,45.76
749,2020Q4,Africa,Malawi,108.94
750,2020Q4,Africa,Mali,107.04
751,2020Q4,Africa,Mauritania,115.56
752,2020Q4,Africa,Mauritius,33.97
753,2020Q4,Africa,Mayotte,0.0
754,2020Q4,Africa,Morocco,91.86
755,2020Q4,Africa,Mozambique,91.74
756,2020Q4,Africa,Namibia,102.42
757,2020Q4,Africa,Niger,117.03
758,2020Q4,Africa,Nigeria,102.84
759,2020Q4,Africa,Reunion,0.0
760,2020Q4,Africa,Rwanda,109.8
761,2020Q4,Africa,Saint Helena,0.0
762,2020Q4,Africa,Sao Tome and Principe,70.8
763,2020Q4,Africa,Senegal,103.01
764,2020Q4,Africa,Seychelles,31.69
765,2020Q4,Africa,Sierra Leone,98.75
766,2020Q4,Africa,Somalia,53.69
767,2020Q4,Africa,South Africa,106.58
768,2020Q4,Africa,South Sudan,89.41
769,2020Q4,Africa,Sudan,107.35000000000001
770,2020Q4,Africa,Tanzania,0.04
771,2020Q4,Africa,Togo,98.14
772,2020Q4,Africa,Tunisia,104.83
773,2020Q4,Africa,Uganda,99.62
774,2020Q4,Africa,Zambia,102.43
775,2020Q4,Africa,Zimbabwe,110.77
776,2020Q4,Asia,Afghanistan,102.5
777,2020Q4,Asia,Armenia,97.16
778,2020Q4,Asia,Azerbaijan,112.12
779,2020Q4,Asia,Bahrain,85.6
780,2020Q4,Asia,Bangladesh,90.53
781,2020Q4,Asia,Bhutan,90.0
782,2020Q4,Asia,Brunei,2.02
783,2020Q4,Asia,Cambodia,70.83
784,2020Q4,Asia,China,99.63
785,2020Q4,Asia,Georgia,107.01
786,2020Q4,Asia,Hong Kong,0.0
787,2020Q4,Asia,India,82.72
788,2020Q4,Asia,Indonesia,96.12
789,2020Q4,Asia,Iran,96.91
790,2020Q4,Asia,Iraq,82.57
791,2020Q4,Asia,Israel,92.25
792,2020Q4,Asia,Japan,105.86
793,2020Q4,Asia,Jordan,102.23
794,2020Q4,Asia,Kazakhstan,100.53
795,2020Q4,Asia,Kuwait,87.59
796,2020Q4,Asia,Kyrgyzstan,95.84
797,2020Q4,Asia,Laos,0.0
798,2020Q4,Asia,Lebanon,99.05
799,2020Q4,Asia,Malaysia,112.37
800,2020Q4,Asia,Maldives,87.79
801,2020Q4,Asia,Mongolia,89.8
802,2020Q4,Asia,Myanmar,93.92
803,2020Q4,Asia,Nepal,86.86
804,2020Q4,Asia,North Korea,0.0
805,2020Q4,Asia,Oman,94.12
806,2020Q4,Asia,Pakistan,101.87
807,2020Q4,Asia,Palestine,99.47
808,2020Q4,Asia,Philippines,87.1
809,2020Q4,Asia,Qatar,90.07
810,2020Q4,Asia,Saudi Arabia,83.51
811,2020Q4,Asia,Singapore,92.82
812,2020Q4,Asia,South Korea,109.41
813,2020Q4,Asia,Sri Lanka,103.56
814,2020Q4,Asia,Syria,98.82000000000001
815,2020Q4,Asia,Taiwan,101.54
816,2020Q4,Asia,Tajikistan,91.01
817,2020Q4,Asia,Thailand,105.88
818,2020Q4,Asia,Timor,0.0
819,2020Q4,Asia,Turkey,103.38
820,2020Q4,Asia,Turkmenistan,0.0
821,2020Q4,Asia,United Arab Emirates,95.01
822,2020Q4,Asia,Uzbekistan,81.83
823,2020Q4,Asia,Vietnam,101.47
824,2020Q4,Asia,Yemen,54.99
825,2020Q4,Europe,Albania,101.67999999999999
826,2020Q4,Europe,Andorra,102.41
827,2020Q4,Europe,Austria,100.78
828,2020Q4,Europe,Belarus,105.9
829,2020Q4,Europe,Belgium,94.62
830,2020Q4,Europe,Bosnia and Herzegovina,98.56
831,2020Q4,Europe,Bulgaria,106.69
832,2020Q4,Europe,Croatia,108.63
833,2020Q4,Europe,Cyprus,119.81
834,2020Q4,Europe,Czechia,102.59
835,2020Q4,Europe,Denmark,104.7
836,2020Q4,Europe,England,0.0
837,2020Q4,Europe,Estonia,112.3
838,2020Q4,Europe,Faeroe Islands,0.0
839,2020Q4,Europe,Finland,99.88
840,2020Q4,Europe,France,96.64
841,2020Q4,Europe,Germany,109.83
842,2020Q4,Europe,Gibraltar,0.0
843,2020Q4,Europe,Greece,99.32
844,2020Q4,Europe,Guernsey,0.0
845,2020Q4,Europe,Hungary,99.89
846,2020Q4,Europe,Iceland,87.57000000000001
847,2020Q4,Europe,Ireland,102.62
848,2020Q4,Europe,Isle of Man,0.0
849,2020Q4,Europe,Italy,108.02
850,2020Q4,Europe,Jersey,0.0
851,2020Q4,Europe,Kosovo,110.33
852,2020Q4,Europe,Latvia,118.51
853,2020Q4,Europe,Liechtenstein,113.78
854,2020Q4,Europe,Lithuania,116.57
855,2020Q4,Europe,Luxembourg,109.06
856,2020Q4,Europe,Malta,99.38
857,2020Q4,Europe,Moldova,95.2
858,2020Q4,Europe,Monaco,106.0
859,2020Q4,Europe,Montenegro,96.73
860,2020Q4,Europe,Netherlands,100.88
861,2020Q4,Europe,North Macedonia,101.94
862,2020Q4,Europe,Northern Ireland,0.0
863,2020Q4,Europe,Norway,103.9
864,2020Q4,Europe,Poland,107.0
865,2020Q4,Europe,Portugal,105.7
866,2020Q4,Europe,Romania,99.29
867,2020Q4,Europe,Russia,101.44
868,2020Q4,Europe,San Marino,104.82000000000001
869,2020Q4,Europe,Scotland,0.0
870,2020Q4,Europe,Serbia,121.29
871,2020Q4,Europe,Slovakia,113.85
872,2020Q4,Europe,Slovenia,110.83
873,2020Q4,Europe,Spain,99.46
874,2020Q4,Europe,Sweden,133.86
875,2020Q4,Europe,Switzerland,117.61
876,2020Q4,Europe,Ukraine,98.16
877,2020Q4,Europe,United Kingdom,105.26
878,2020Q4,Europe,Vatican,0.0
879,2020Q4,Europe,Wales,0.0
880,2020Q4,North America,Anguilla,0.0
881,2020Q4,North America,Antigua and Barbuda,49.6
882,2020Q4,North America,Aruba,0.0
883,2020Q4,North America,Bahamas,85.93
884,2020Q4,North America,Barbados,92.63
885,2020Q4,North America,Belize,91.56
886,2020Q4,North America,Bermuda,0.0
887,2020Q4,North America,Bonaire Sint Eustatius and Saba,0.0
888,2020Q4,North America,British Virgin Islands,0.0
889,2020Q4,North America,Canada,103.2
890,2020Q4,North America,Cayman Islands,0.0
891,2020Q4,North America,Costa Rica,94.72
892,2020Q4,North America,Cuba,100.95
893,2020Q4,North America,Curacao,0.0
894,2020Q4,North America,Dominica,0.0
895,2020Q4,North America,Dominican Republic,97.75
896,2020Q4,North America,El Salvador,95.66
897,2020Q4,North America,Greenland,0.0
898,2020Q4,North America,Grenada,3.82
899,2020Q4,North America,Guadeloupe,0.0
900,2020Q4,North America,Guatemala,92.75
901,2020Q4,North America,Haiti,107.2
902,2020Q4,North America,Honduras,95.9
903,2020Q4,North America,Jamaica,88.58
904,2020Q4,North America,Martinique,0.0
905,2020Q4,North America,Mexico,98.01
906,2020Q4,North America,Montserrat,0.0
907,2020Q4,North America,Nicaragua,124.47000000000001
908,2020Q4,North America,Panama,101.35
909,2020Q4,North America,Puerto Rico,0.0
910,2020Q4,North America,Saint Barthelemy,0.0
911,2020Q4,North America,Saint Kitts and Nevis,0.0
912,2020Q4,North America,Saint Lucia,49.36
913,2020Q4,North America,Saint Martin (French part),0.0
914,2020Q4,North America,Saint Pierre and Miquelon,0.0
915,2020Q4,North America,Saint Vincent and the Grenadines,12.26
916,2020Q4,North America,Sint Maarten (Dutch part),0.0
917,2020Q4,North America,Trinidad and Tobago,83.52
918,2020Q4,North America,Turks and Caicos Islands,0.0
919,2020Q4,North America,United States,103.43
920,2020Q4,North America,United States Virgin Islands,0.0
921,2020Q4,Oceania,American Samoa,0.0
922,2020Q4,Oceania,Australia,93.74
923,2020Q4,Oceania,Cook Islands,0.0
924,2020Q4,Oceania,Fiji,0.0
925,2020Q4,Oceania,French Polynesia,0.0
926,2020Q4,Oceania,Guam,0.0
927,2020Q4,Oceania,Kiribati,0.0
928,2020Q4,Oceania,Marshall Islands,0.0
929,2020Q4,Oceania,Micronesia (country),0.0
930,2020Q4,Oceania,Nauru,0.0
931,2020Q4,Oceania,New Caledonia,0.0
932,2020Q4,Oceania,New Zealand,85.1
933,2020Q4,Oceania,Niue,0.0
934,2020Q4,Oceania,Northern Mariana Islands,0.0
935,2020Q4,Oceania,Palau,0.0
936,2020Q4,Oceania,Papua New Guinea,57.18
937,2020Q4,Oceania,Pitcairn,0.0
938,2020Q4,Oceania,Samoa,0.0
939,2020Q4,Oceania,Solomon Islands,0.0
940,2020Q4,Oceania,Tokelau,0.0
941,2020Q4,Oceania,Tonga,0.0
942,2020Q4,Oceania,Tuvalu,0.0
943,2020Q4,Oceania,Vanuatu,0.0
944,2020Q4,Oceania,Wallis and Futuna,0.0
945,2020Q4,South America,Argentina,89.2
946,2020Q4,South America,Bolivia,96.57
947,2020Q4,South America,Brazil,95.9
948,2020Q4,South America,Chile,94.13
949,2020Q4,South America,Colombia,96.29
950,2020Q4,South America,Ecuador,93.76
951,2020Q4,South America,Falkland Islands,0.0
952,2020Q4,South America,French Guiana,0.0
953,2020Q4,South America,Guyana,90.08
954,2020Q4,South America,Paraguay,93.69
955,2020Q4,South America,Peru,92.17999999999999
956,2020Q4,South America,Suriname,97.38
957,2020Q4,South America,Uruguay,115.17
958,2020Q4,South America,Venezuela,87.61
959,2021Q1,Africa,Algeria,81.72
960,2021Q1,Africa,Angola,90.29
961,2021Q1,Africa,Benin,71.71
962,2021Q1,Africa,Botswana,111.9
963,2021Q1,Africa,Burkina Faso,81.68
964,2021Q1,Africa,Burundi,99.89
965,2021Q1,Africa,Cameroon,40.910000000000004
966,2021Q1,Africa,Cape Verde,98.96000000000001
967,2021Q1,Africa,Central African Republic,36.18
968,2021Q1,Africa,Chad,89.44
969,2021Q1,Africa,Comoros,81.8
970,2021Q1,Africa,Congo,33.58
971,2021Q1,Africa,Cote d'Ivoire,103.82000000000001
972,2021Q1,Africa,Democratic Republic of Congo,92.87
973,2021Q1,Africa,Djibouti,114.11
974,2021Q1,Africa,Egypt,87.48
975,2021Q1,Africa,Equatorial Guinea,99.42
976,2021Q1,Africa,Eritrea,102.33
977,2021Q1,Africa,Eswatini,68.6
978,2021Q1,Africa,Ethiopia,101.11
979,2021Q1,Africa,Gabon,117.96
980,2021Q1,Africa,Gambia,96.17
981,2021Q1,Africa,Ghana,98.52
982,2021Q1,Africa,Guinea,105.3
983,2021Q1,Africa,Guinea-Bissau,59.23
984,2021Q1,Africa,Kenya,102.47
985,2021Q1,Africa,Lesotho,64.71
986,2021Q1,Africa,Liberia,45.58
987,2021Q1,Africa,Libya,94.32000000000001
988,2021Q1,Africa,Madagascar,65.0
989,2021Q1,Africa,Malawi,93.74
990,2021Q1,Africa,Mali,94.5
991,2021Q1,Africa,Mauritania,76.55
992,2021Q1,Africa,Mauritius,30.96
993,2021Q1,Africa,Mayotte,0.0
994,2021Q1,Africa,Morocco,80.17
995,2021Q1,Africa,Mozambique,94.16
996,2021Q1,Africa,Namibia,86.88
997,2021Q1,Africa,Niger,67.02
998,2021Q1,Africa,Nigeria,81.0
999,2021Q1,Africa,Reunion,0.0
1000,2021Q1,Africa,Rwanda,91.36
1001,2021Q1,Africa,Saint Helena,0.0
1002,2021Q1,Africa,Sao Tome and Principe,90.45
1003,2021Q1,Africa,Senegal,89.14
1004,2021Q1,Africa,Seychelles,96.8
1005,2021Q1,Africa,Sierra Leone,83.16
1006,2021Q1,Africa,Somalia,81.87
1007,2021Q1,Africa,South Africa,74.6
1008,2021Q1,Africa,South Sudan,78.52
1009,2021Q1,Africa,Sudan,80.62
1010,2021Q1,Africa,Tanzania,0.0
1011,2021Q1,Africa,Togo,103.67
1012,2021Q1,Africa,Tunisia,87.38
1013,2021Q1,Africa,Uganda,72.38
1014,2021Q1,Africa,Zambia,92.32
1015,2021Q1,Africa,Zimbabwe,78.05
1016,2021Q1,Asia,Afghanistan,83.21
1017,2021Q1,Asia,Armenia,94.62
1018,2021Q1,Asia,Azerbaijan,90.01
1019,2021Q1,Asia,Bahrain,99.82
1020,2021Q1,Asia,Bangladesh,98.96
1021,2021Q1,Asia,Bhutan,49.04
1022,2021Q1,Asia,Brunei,56.51
1023,2021Q1,Asia,Cambodia,99.37
1024,2021Q1,Asia,China,83.83
1025,2021Q1,Asia,Georgia,80.93
1026,2021Q1,Asia,Hong Kong,0.0
1027,2021Q1,Asia,India,97.29
1028,2021Q1,Asia,Indonesia,88.13
1029,2021Q1,Asia,Iran,92.15
1030,2021Q1,Asia,Iraq,102.13
1031,2021Q1,Asia,Israel,78.93
1032,2021Q1,Asia,Japan,86.59
1033,2021Q1,Asia,Jordan,99.07000000000001
1034,2021Q1,Asia,Kazakhstan,94.4
1035,2021Q1,Asia,Kuwait,100.09
1036,2021Q1,Asia,Kyrgyzstan,88.85
1037,2021Q1,Asia,Laos,0.0
1038,2021Q1,Asia,Lebanon,91.5
1039,2021Q1,Asia,Macao,0.0
1040,2021Q1,Asia,Malaysia,88.46
1041,2021Q1,Asia,Maldives,102.26
1042,2021Q1,Asia,Mongolia,111.59
1043,2021Q1,Asia,Myanmar,65.17
1044,2021Q1,Asia,Nepal,79.61
1045,2021Q1,Asia,North Korea,0.0
1046,2021Q1,Asia,Northern Cyprus,0.0
1047,2021Q1,Asia,Oman,112.14999999999999
1048,2021Q1,Asia,Pakistan,93.82
1049,2021Q1,Asia,Palestine,93.2
1050,2021Q1,Asia,Philippines,103.45
1051,2021Q1,Asia,Qatar,99.44
1052,2021Q1,Asia,Saudi Arabia,98.66
1053,2021Q1,Asia,Singapore,91.49
1054,2021Q1,Asia,South Korea,85.04
1055,2021Q1,Asia,Sri Lanka,85.28
1056,2021Q1,Asia,Syria,91.37
1057,2021Q1,Asia,Taiwan,87.14
1058,2021Q1,Asia,Tajikistan,3.5500000000000003
1059,2021Q1,Asia,Thailand,92.09
1060,2021Q1,Asia,Timor,50.39
1061,2021Q1,Asia,Turkey,91.88
1062,2021Q1,Asia,Turkmenistan,0.0
1063,2021Q1,Asia,United Arab Emirates,93.28
1064,2021Q1,Asia,Uzbekistan,94.78
1065,2021Q1,Asia,Vietnam,82.02
1066,2021Q1,Asia,Yemen,119.52
1067,2021Q1,Europe,Albania,88.46000000000001
1068,2021Q1,Europe,Andorra,89.72
1069,2021Q1,Europe,Austria,92.57
1070,2021Q1,Europe,Belarus,87.05
1071,2021Q1,Europe,Belgium,95.17
1072,2021Q1,Europe,Bosnia and Herzegovina,104.24
1073,2021Q1,Europe,Bulgaria,100.02
1074,2021Q1,Europe,Croatia,90.67999999999999
1075,2021Q1,Europe,Cyprus,91.13
1076,2021Q1,Europe,Czechia,90.77
1077,2021Q1,Europe,Denmark,83.47
1078,2021Q1,Europe,England,0.0
1079,2021Q1,Europe,Estonia,95.52
1080,2021Q1,Europe,Faeroe Islands,0.0
1081,2021Q1,Europe,Finland,95.66
1082,2021Q1,Europe,France,97.82000000000001
1083,2021Q1,Europe,Germany,88.89
1084,2021Q1,Europe,Gibraltar,0.0
1085,2021Q1,Europe,Greece,99.4
1086,2021Q1,Europe,Guernsey,0.0
1087,2021Q1,Europe,Hungary,99.59
1088,2021Q1,Europe,Iceland,81.75
1089,2021Q1,Europe,Ireland,85.2
1090,2021Q1,Europe,Isle of Man,0.0
1091,2021Q1,Europe,Italy,92.68
1092,2021Q1,Europe,Jersey,0.0
1093,2021Q1,Europe,Kosovo,103.67999999999999
1094,2021Q1,Europe,Latvia,87.77
1095,2021Q1,Europe,Liechtenstein,80.96
1096,2021Q1,Europe,Lithuania,81.57
1097,2021Q1,Europe,Luxembourg,94.48
1098,2021Q1,Europe,Malta,91.75
1099,2021Q1,Europe,Moldova,93.42999999999999
1100,2021Q1,Europe,Monaco,90.89
1101,2021Q1,Europe,Montenegro,90.55
1102,2021Q1,Europe,Netherlands,88.55
1103,2021Q1,Europe,North Macedonia,96.93
1104,2021Q1,Europe,Northern Ireland,0.0
1105,2021Q1,Europe,Norway,94.7
1106,2021Q1,Europe,Poland,98.37
1107,2021Q1,Europe,Portugal,76.26
1108,2021Q1,Europe,Romania,92.65
1109,2021Q1,Europe,Russia,82.24
1110,2021Q1,Europe,San Marino,93.4
1111,2021Q1,Europe,Scotland,0.0
1112,2021Q1,Europe,Serbia,92.6
1113,2021Q1,Europe,Slovakia,86.41
1114,2021Q1,Europe,Slovenia,88.22
1115,2021Q1,Europe,Spain,93.81
1116,2021Q1,Europe,Sweden,102.38
1117,2021Q1,Europe,Switzerland,89.65
1118,2021Q1,Europe,Ukraine,92.39
1119,2021Q1,Europe,United Kingdom,76.18
1120,2021Q1,Europe,Vatican,0.0
1121,2021Q1,Europe,Wales,0.0
1122,2021Q1,North America,Anguilla,0.0
1123,2021Q1,North America,Antigua and Barbuda,89.36
1124,2021Q1,North America,Aruba,0.0
1125,2021Q1,North America,Bahamas,94.56
1126,2021Q1,North America,Barbados,91.69
1127,2021Q1,North America,Belize,67.0
1128,2021Q1,North America,Bermuda,0.0
1129,2021Q1,North America,Bonaire Sint Eustatius and Saba,0.0
1130,2021Q1,North America,British Virgin Islands,0.0
1131,2021Q1,North America,Canada,88.0
1132,2021Q1,North America,Cayman Islands,0.0
1133,2021Q1,North America,Costa Rica,94.39
1134,2021Q1,North America,Cuba,102.61
1135,2021Q1,North America,Curacao,0.0
1136,2021Q1,North America,Dominica,15.790000000000001
1137,2021Q1,North America,Dominican Republic,85.42
1138,2021Q1,North America,El Salvador,86.39999999999999
1139,2021Q1,North America,Greenland,0.0
1140,2021Q1,North America,Grenada,3.0100000000000002
1141,2021Q1,North America,Guadeloupe,0.0
1142,2021Q1,North America,Guatemala,94.63
1143,2021Q1,North America,Haiti,90.75
1144,2021Q1,North America,Honduras,93.98
1145,2021Q1,North America,Jamaica,104.21
1146,2021Q1,North America,Martinique,0.0
1147,2021Q1,North America,Mexico,85.43
1148,2021Q1,North America,Montserrat,0.0
1149,2021Q1,North America,Nicaragua,121.38000000000001
1150,2021Q1,North America,Panama,78.15
1151,2021Q1,North America,Puerto Rico,0.0
1152,2021Q1,North America,Saint Barthelemy,0.0
1153,2021Q1,North America,Saint Kitts and Nevis,0.0
1154,2021Q1,North America,Saint Lucia,104.64999999999999
1155,2021Q1,North America,Saint Martin (French part),0.0
1156,2021Q1,North America,Saint Pierre and Miquelon,0.0
1157,2021Q1,North America,Saint Vincent and the Grenadines,87.82000000000001
1158,2021Q1,North America,Sint Maarten (Dutch part),0.0
1159,2021Q1,North America,Trinidad and Tobago,95.48
1160,2021Q1,North America,Turks and Caicos Islands,0.0
1161,2021Q1,North America,United States,81.92
1162,2021Q1,North America,United States Virgin Islands,0.0
1163,2021Q1,Oceania,American Samoa,0.0
1164,2021Q1,Oceania,Australia,86.8
1165,2021Q1,Oceania,Cook Islands,0.0
1166,2021Q1,Oceania,Fiji,0.0
1167,2021Q1,Oceania,French Polynesia,0.0
1168,2021Q1,Oceania,Guam,0.0
1169,2021Q1,Oceania,Kiribati,0.0
1170,2021Q1,Oceania,Marshall Islands,0.0
1171,2021Q1,Oceania,Micronesia (country),0.0
1172,2021Q1,Oceania,Nauru,0.0
1173,2021Q1,Oceania,New Caledonia,0.0
1174,2021Q1,Oceania,New Zealand,87.97
1175,2021Q1,Oceania,Niue,0.0
1176,2021Q1,Oceania,Northern Mariana Islands,0.0
1177,2021Q1,Oceania,Palau,0.0
1178,2021Q1,Oceania,Papua New Guinea,81.01
1179,2021Q1,Oceania,Pitcairn,0.0
1180,2021Q1,Oceania,Samoa,0.0
1181,2021Q1,Oceania,Solomon Islands,0.0
1182,2021Q1,Oceania,Tokelau,0.0
1183,2021Q1,Oceania,Tonga,0.0
1184,2021Q1,Oceania,Tuvalu,0.0
1185,2021Q1,Oceania,Vanuatu,0.0
1186,2021Q1,Oceania,Wallis and Futuna,0.0
1187,2021Q1,South America,Argentina,92.87
1188,2021Q1,South America,Bolivia,92.37
1189,2021Q1,South America,Brazil,94.10000000000001
1190,2021Q1,South America,Chile,97.8
1191,2021Q1,South America,Colombia,86.69
1192,2021Q1,South America,Ecuador,96.34
1193,2021Q1,South America,Falkland Islands,0.0
1194,2021Q1,South America,French Guiana,0.0
1195,2021Q1,South America,Guyana,99.34
1196,2021Q1,South America,Paraguay,96.08000000000001
1197,2021Q1,South America,Peru,108.01
1198,2021Q1,South America,Suriname,78.48
1199,2021Q1,South America,Uruguay,100.66
1200,2021Q1,South America,Venezuela,96.35
1201,2021Q2,Africa,Algeria,99.89
1202,2021Q2,Africa,Angola,96.73
1203,2021Q2,Africa,Benin,50.56
1204,2021Q2,Africa,Botswana,118.63
1205,2021Q2,Africa,Burkina Faso,72.72
1206,2021Q2,Africa,Burundi,98.93
1207,2021Q2,Africa,Cameroon,37.089999999999996
1208,2021Q2,Africa,Cape Verde,89.61
1209,2021Q2,Africa,Central African Republic,68.76
1210,2021Q2,Africa,Chad,70.62
1211,2021Q2,Africa,Comoros,80.96
1212,2021Q2,Africa,Congo,43.95
1213,2021Q2,Africa,Cote d'Ivoire,83.28
1214,2021Q2,Africa,Democratic Republic of Congo,101.63
1215,2021Q2,Africa,Djibouti,65.99
1216,2021Q2,Africa,Egypt,87.55
1217,2021Q2,Africa,Equatorial Guinea,51.68
1218,2021Q2,Africa,Eritrea,97.53
1219,2021Q2,Africa,Eswatini,76.48
1220,2021Q2,Africa,Ethiopia,71.79
1221,2021Q2,Africa,Gabon,92.02
1222,2021Q2,Africa,Gambia,76.38
1223,2021Q2,Africa,Ghana,98.04
1224,2021Q2,Africa,Guinea,89.76
1225,2021Q2,Africa,Guinea-Bissau,88.32000000000001
1226,2021Q2,Africa,Kenya,86.28
1227,2021Q2,Africa,Lesotho,73.02
1228,2021Q2,Africa,Liberia,93.34
1229,2021Q2,Africa,Libya,88.72
1230,2021Q2,Africa,Madagascar,75.21
1231,2021Q2,Africa,Malawi,102.72
1232,2021Q2,Africa,Mali,75.38
1233,2021Q2,Africa,Mauritania,97.49
1234,2021Q2,Africa,Mauritius,64.34
1235,2021Q2,Africa,Mayotte,0.0
1236,2021Q2,Africa,Morocco,93.21000000000001
1237,2021Q2,Africa,Mozambique,100.48
1238,2021Q2,Africa,Namibia,108.04
1239,2021Q2,Africa,Niger,92.55
1240,2021Q2,Africa,Nigeria,88.18
1241,2021Q2,Africa,Reunion,0.0
1242,2021Q2,Africa,Rwanda,106.13
1243,2021Q2,Africa,Saint Helena,0.0
1244,2021Q2,Africa,Sao Tome and Principe,69.52
1245,2021Q2,Africa,Senegal,92.51
1246,2021Q2,Africa,Seychelles,100.23
1247,2021Q2,Africa,Sierra Leone,102.41
1248,2021Q2,Africa,Somalia,88.37
